,title,code,type,lastupdateofdata,lasttablestructurechange,datastart,dataend
148,Annualcapturesoffish-liveweightintonnes-byfishingareas,MED_AG41,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
149,Annualaquacultureproduction-liveweightintonnes,MED_AG42,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
150,Economicaccountsforagriculture(EAA),MED_AG50,dataset,2015-12-10T23:00:00+0100,2024-01-10T23:00:00+0100,2000,2013
151,Priceindicesofagriculturalinput/outputatnominalvalue(2000=100),MED_AG51,dataset,2015-12-10T23:00:00+0100,2023-12-21T23:00:00+0100,2000,2013
152,Airtransportinfrastructure:airports,MED_AIR1,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
153,Airtransportinfrastructure:lengthofpavedrunways,MED_AIR2,dataset,2018-06-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2016
154,Airtransportequipment:numberofaircrafts,MED_AIR3,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
155,Airtransporttraffic:numberofaircraftmovements,MED_AIR4,dataset,2016-08-29T23:00:00+0200,2024-01-10T23:00:00+0100,2000,2015
156,Airtransporttraffic:freightandpassengers,MED_AIR5,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
157,Additionalindicators,MED_EC0,dataset,2016-10-28T23:00:00+0200,2023-12-21T23:00:00+0100,2000,2015
158,Grossdomesticproduct,MED_EC1,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
159,Finalconsumptionexpenditure,MED_EC2,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
160,Grosscapitalformation,MED_EC3,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
161,InternationaltradeasashareofGDP,MED_EC4,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
162,Grossvalueadded,MED_EC5,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
163,Balancingitems,MED_EC6,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
164,Debts,MED_EC7,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
165,Prices(annualseries),MED_EC8,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2019
166,Exchangerates,MED_EC9,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2019
167,Balanceofpayments,MED_ECBP,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
168,InternationaltradebySITC-1000EUR,MED_ECET,dataset,2020-05-28T23:00:00+0200,2020-05-28T23:00:00+0200,2005,2019
169,Primaryenergyproduction,MED_EG10,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
170,Secondaryenergyproduction(transformation),MED_EG20,dataset,2016-10-28T23:00:00+0200,2024-01-10T23:00:00+0100,2000,2015
171,Energyconsumption,MED_EG30,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
172,"Energy-historicaldata(2004-2007,formermethodologyandsource)",MED_EG_ALL,dataset,2014-12-08T23:00:00+0100,2023-12-21T23:00:00+0100,1990,2011
173,GHG(GreenHouseGases)emissions,MED_EN1,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2017
174,Airemissionspersectorandpergas,MED_EN2,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2017
175,Municipalwaste,MED_EN21,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
176,Generationofwastebysector,MED_EN22,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
177,Compositionofmunicipalwaste,MED_EN23,dataset,2015-12-10T23:00:00+0100,2024-01-10T23:00:00+0100,2000,2013
178,Treatmentanddisposalfacilities,MED_EN24,dataset,2015-12-10T23:00:00+0100,2024-01-10T23:00:00+0100,2000,2014
179,Managementofwaste,MED_EN25,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
180,Localpollution,MED_EN3,dataset,2015-12-10T23:00:00+0100,2023-12-21T23:00:00+0100,2000,2013
181,Renewablefreshwaterresources,MED_EN41,dataset,2015-12-10T23:00:00+0100,2024-01-10T23:00:00+0100,2000,2012
182,Waterusebalance,MED_EN42,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
183,Freshwaterabstraction,MED_EN43,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
184,Watersuppliedandusedbyeconomicsectors,MED_EN44,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
185,Urbanwastewatertreatment,MED_EN46,dataset,2015-12-10T23:00:00+0100,2023-12-21T23:00:00+0100,2000,2012
186,PopulationconnectedtoWastewaterTreatment,MED_EN47,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
187,Protectedareas,MED_EN51,dataset,2015-12-10T23:00:00+0100,2023-12-21T23:00:00+0100,2000,2013
188,Numberofknownspecies,MED_EN52,dataset,2015-12-10T23:00:00+0100,2023-12-21T23:00:00+0100,2000,2013
189,Percentageofthreatenedspecies,MED_EN53,dataset,2015-12-10T23:00:00+0100,2023-12-21T23:00:00+0100,2000,2012
190,Landuse,MED_EN61,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2019
191,Forestandirrigatedland,MED_EN62,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
192,Erosion,MED_EN63,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2019
193,Maritimetransportinfrastructure:ports,MED_MA1,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2019
194,Maritimeequipment-numberofshipsof1000grtandover,MED_MA2,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
195,Maritimeequipment-numberofshipsof300grtandover,MED_MA3,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
196,Maritimeequipment-carryingcapacityofshipsof1000grtandover,MED_MA4,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
197,Maritimeequipment-carryingcapacityofshipsof300grtandover,MED_MA5,dataset,2016-08-29T23:00:00+0200,2024-01-10T23:00:00+0100,2000,2015
198,Maritimetraffic:shipmovements,MED_MA6,dataset,2016-08-29T23:00:00+0200,2024-01-10T23:00:00+0100,2000,2015
199,Maritimetraffic:passengersandfreight,MED_MA7,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
200,Generalindicators,MED_PS111,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2019
201,Populationon1Januarybysexandbyagegroup,MED_PS112,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2019
202,Averagepopulation(mid-year),MED_PS115,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
203,Demographicindicators,MED_PS12,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2019
204,Literacy,MED_PS21,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
205,Generaleducation,MED_PS22,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2019
206,Highereducation,MED_PS23,dataset,2016-10-28T23:00:00+0200,2023-12-21T23:00:00+0100,2000,2015
207,Qualityofeducation,MED_PS24,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
208,Technicalandvocationaleducationtraining(TVET),MED_PS25,dataset,2014-12-08T23:00:00+0100,2023-12-21T23:00:00+0100,2000,2010
209,Publicexpenditureoneducation,MED_PS26,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
210,Povertylines,MED_PS311,dataset,2016-08-29T23:00:00+0200,2023-12-21T23:00:00+0100,2000,2014
211,At-risk-ofpovertyrate,MED_PS312,dataset,2014-12-08T23:00:00+0100,2023-12-21T23:00:00+0100,2000,2010
212,Povertyratio,MED_PS313,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
213,Accesstobasicservicesandhousing,MED_PS32,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
214,Communication,MED_PS33,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2018
215,Employment,MED_PS411,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2019
216,Economicactivity,MED_PS412,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2019
217,Employmentcharacteristics,MED_PS413,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2019
218,Employmentandeconomicactivitybranches,MED_PS414,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2019
219,Unemploymentrate,MED_PS421,dataset,2020-05-28T23:00:00+0200,2023-12-21T23:00:00+0100,2005,2019
220,Unemploymentratebyeducationlevel,MED_PS422,dataset,2016-08-29T23:00:00+0200,2023-12-21T23:00:00+0100,2000,2015
221,Proportionofpersonslivinginjoblesshouseholds,MED_PS423,dataset,2014-12-08T23:00:00+0100,2023-12-21T23:00:00+0100,2000,2010
222,Wages,MED_PS43,dataset,2014-12-08T23:00:00+0100,2023-12-21T23:00:00+0100,2000,2010
223,Railinfrastructure:lengthofnetwork,MED_RA1,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2019
224,Railequipment:numberoflocomotivesandpassengerrailwaysvehicles,MED_RA2,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2019
225,Railequipment:numberandcapacityofrailwaysvehicles,MED_RA3,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2019
226,Railequipment:numberandloadcapacityofgoodstransportwagons,MED_RA4,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2019
227,Railpassengerandfreighttraffic,MED_RA5,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2019
228,Roadinfrastructure:lenghtofroadnetwork,MED_RD1,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
229,Roadequipment:numberofroadvehiclesbycategories,MED_RD2,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
230,Roadequipment:numberofroadvehiclesbyage,MED_RD3,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
231,Roadequipment:loadcapacityoflorries,MED_RD4,dataset,2016-08-29T23:00:00+0200,2024-01-10T23:00:00+0100,2000,2015
232,Roadequipment:newregistrationsbycategories,MED_RD5,dataset,2016-08-29T23:00:00+0200,2024-01-10T23:00:00+0100,2000,2015
233,Roadtraffic:roadfreighttransportinvolume,MED_RD6,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
234,Roadaccidents:personskilled,MED_RD7,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
235,Mainflows,MED_TO11,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
236,Arrivalsbytypeofaccommodation,MED_TO12,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
237,Nightsspentbytypeofaccommodation,MED_TO13,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
238,Accommodationestablishments,MED_TO21,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
239,Numberofbed-places,MED_TO22,dataset,2020-05-28T23:00:00+0200,2024-01-10T23:00:00+0100,2005,2018
240,EmploymentbyNACERev.2activityandmetropolitantypology,MET_10R_3EMP,dataset,2024-03-14T23:00:00+0100,2024-02-28T23:00:00+0100,1995,2022
241,Grossdomesticproduct(GDP)atcurrentmarketpricesbymetropolitanregion,MET_10R_3GDP,dataset,2024-02-28T23:00:00+0100,2024-02-28T23:00:00+0100,2000,2022
242,Grossvalueaddedatbasicpricesbymetropolitanregion,MET_10R_3GVA,dataset,2024-02-28T23:00:00+0100,2024-02-28T23:00:00+0100,1995,2022
243,AverageannualpopulationtocalculateregionalGDPdatabymetropolitanregion,MET_10R_3PGDP,dataset,2024-02-28T23:00:00+0100,2024-02-28T23:00:00+0100,2000,2022
244,EmployerbusinessdemographybyNACERev.2activityandmetropolitanregion(2008-2020),MET_BD_EN2,dataset,2023-08-18T23:00:00+0200,2024-01-03T23:00:00+0100,2008,2020
245,Employerbusinessdemographybysizeclassandmetropolitanregion(2008-2019),MET_BD_ESIZE,dataset,2023-03-10T23:00:00+0100,2024-01-03T23:00:00+0100,2008,2019
246,BusinessdemographyandhighgrowthenterprisesbyNACERev.2activityandmetropolitanregions,MET_BD_HGN,dataset,2024-10-28T23:00:00+0100,2024-10-28T23:00:00+0100,2013,2021
247,BusinessdemographyandhighgrowthenterprisebyNACERev.2activityandmetropolitanregion(2008-2020),MET_BD_HGN2,dataset,2023-03-10T23:00:00+0100,2024-01-03T23:00:00+0100,2008,2020
248,Businessdemographybysizeclassandmetropolitanregion(2008-2020),MET_BD_SIZE,dataset,2023-08-18T23:00:00+0200,2024-01-03T23:00:00+0100,2008,2020
249,Businessdemographybysizeclassandmetropolitanregions,MET_BD_SIZE_R,dataset,2024-10-28T23:00:00+0100,2024-10-28T23:00:00+0100,2013,2021
250,EmployerbusinessdemographybyNACERev.2activityandmetropolitanregions,MET_BD_SLG1_NR,dataset,2024-10-28T23:00:00+0100,2024-10-28T23:00:00+0100,2013,2021
251,Employerbusinessdemographybysizeclassandmetropolitanregions,MET_BD_SLG1_SIZER,dataset,2024-10-28T23:00:00+0100,2024-10-28T23:00:00+0100,2013,2021
252,Livebirths(total)bymetropolitanregion,MET_BIRTHS,dataset,2024-05-08T23:00:00+0200,2024-05-08T23:00:00+0200,1990,2022
253,Crimesrecordedbythepolicebymetropolitanregion,MET_CRIM_GEN,dataset,2024-05-07T23:00:00+0200,2024-05-07T23:00:00+0200,2008,2022
254,Areaoftheregionbymetropolitanregion,MET_D3AREA,dataset,2024-02-09T23:00:00+0100,2024-02-09T23:00:00+0100,1990,2023
255,Populationdensitybymetropolitanregion,MET_D3DENS,dataset,2024-03-14T23:00:00+0100,2024-02-29T23:00:00+0100,2018,2023
256,Deaths(total)bymetropolitanregion,MET_DEATHS,dataset,2024-08-29T23:00:00+0200,2024-03-15T23:00:00+0100,1990,2022
257,"Populationaged25-64byeducationalattainmentlevel,sexandmetropolitanregion",MET_EDAT_LFSE4,dataset,2024-06-27T23:00:00+0200,2024-06-27T23:00:00+0200,2009,2023
258,Demographicbalanceandcruderatesbymetropolitanregion,MET_GIND3,dataset,2024-04-23T23:00:00+0200,2024-04-23T23:00:00+0200,2000,2023
259,Communitydesign(CD)applicationsbymetropolitanregion(1996-2016),MET_IPR_DA,dataset,2018-07-19T11:00:00+0200,2024-01-03T23:00:00+0100,2003,2016
260,Communitydesign(CD)applicationsperbillionGDPbymetropolitanregion(1996-2016),MET_IPR_DAGDP,dataset,2018-07-19T11:00:00+0200,2024-01-03T23:00:00+0100,2003,2016
261,Communitydesign(CD)applicationspermillionpopulationbymetropolitanregion(1996-2016),MET_IPR_DAPOP,dataset,2018-07-19T11:00:00+0200,2024-01-03T23:00:00+0100,2003,2016
262,Communitydesigns(CD)bymetropolitanregion(1996-2016),MET_IPR_DFA,dataset,2018-07-19T11:00:00+0200,2024-01-03T23:00:00+0100,2003,2016
263,Communitydesigns(CD)perbillionGDPbymetropolitanregion(1996-2016),MET_IPR_DFAGDP,dataset,2018-07-19T11:00:00+0200,2024-01-03T23:00:00+0100,2003,2016
264,Communitydesigns(CD)permillionpopulationbymetropolitanregion(1996-2016),MET_IPR_DFAPOP,dataset,2018-07-19T11:00:00+0200,2024-01-03T23:00:00+0100,2003,2016
265,RegisteredCommunitydesigns(RCD)bymetropolitanregion(1996-2016),MET_IPR_DR,dataset,2018-07-19T11:00:00+0200,2024-01-03T23:00:00+0100,2003,2016
266,EuropeanUniontrademark(EUTM)applicationsbymetropolitanregion(1996-2016),MET_IPR_TA,dataset,2018-07-19T11:00:00+0200,2024-01-03T23:00:00+0100,1996,2016
267,EuropeanUniontrademark(EUTM)applicationsperbillionGDPbymetropolitanregion(1996-2016),MET_IPR_TAGDP,dataset,2018-07-19T11:00:00+0200,2024-01-03T23:00:00+0100,2000,2016
268,EuropeanUniontrademark(EUTM)applicationspermillionpopulationbymetropolitanregion(1996-2016),MET_IPR_TAPOP,dataset,2018-07-19T11:00:00+0200,2024-01-03T23:00:00+0100,1996,2016
269,"Employmentbysex,ageandmetropolitanregion",MET_LFE3EMP,dataset,2024-06-27T23:00:00+0200,2024-06-27T23:00:00+0200,1999,2023
270,Housingcostoverburdenratebypovertystatus-EU-SILCsurvey,TESSI163,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
271,Employmentratesbysexandageandmetropolitanregion,MET_LFE3EMPRT,dataset,2024-06-27T23:00:00+0200,2024-06-27T23:00:00+0200,1999,2023
272,Housingcostoverburdenratebytenurestatus-EU-SILCsurvey,TESSI164,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
273,"Economicallyactivepopulationbysex,ageandmetropolitanregion",MET_LFP3POP,dataset,2024-06-27T23:00:00+0200,2024-06-27T23:00:00+0200,1999,2023
274,Housingcostoverburdenratebydegreeofurbanisation-EU-SILCsurvey,TESSI165,dataset,2024-11-18T23:00:00+0100,2024-11-18T23:00:00+0100,2012,2023
275,"Populationbysex,ageandmetropolitanregion",MET_LFSD3POP,dataset,2024-06-27T23:00:00+0200,2024-06-27T23:00:00+0200,1999,2023
276,Housingcostoverburdenratebyhouseholdtype-EU-SILCsurvey,TESSI166,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
277,Overcrowdingratebysex-EU-SILCsurvey,TESSI170,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
278,"Unemploymentbysex,ageandmetropolitanregion",MET_LFU3PERS,dataset,2024-06-27T23:00:00+0200,2024-06-27T23:00:00+0200,1999,2023
279,Overcrowdingratebyagegroup-EU-SILCsurvey,TESSI171,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
280,Overcrowdingratebypovertystatus-EU-SILCsurvey,TESSI172,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
281,Overcrowdingratebytenurestatus-EU-SILCsurvey,TESSI173,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
282,Overcrowdingratebydegreeofurbanisation-EU-SILCsurvey,TESSI174,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
283,"Unemploymentratesbysex,ageandmetropolitanregion",MET_LFU3RT,dataset,2024-06-27T23:00:00+0200,2024-06-27T23:00:00+0200,1999,2023
284,Overcrowdingratebyhouseholdtype-EU-SILCsurvey,TESSI175,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
285,"PatentapplicationstotheEPObypriorityyear,byinternationalpatentclassification(IPC)sections,classesandmetropolitanregion(1977-2012)",MET_PAT_EPIPC,dataset,2018-07-19T11:00:00+0200,2024-01-03T23:00:00+0100,1977,2012
286,Overcrowdingratebysex-populationwithoutsingle-personhouseholds-EU-SILCsurvey,TESSI176,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
287,High-techpatentapplicationstotheEPObypriorityyearandmetropolitanregion(1977-2012),MET_PAT_EPTEC,dataset,2018-07-19T23:00:00+0200,2024-01-03T23:00:00+0100,1977,2012
288,Overcrowdingratebyagegroup-populationwithoutsingle-personhouseholds-EU-SILCsurvey,TESSI177,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
289,Overcrowdingratebypovertystatus-populationwithoutsingle-personhouseholds-EU-SILCsurvey,TESSI178,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
290,Incomequintileshareratio(S80/S20)bysex,TESSI180,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2005,2023
291,Ginicoefficientofequivaliseddisposableincome,TESSI190,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2014,2023
292,Ginicoefficientofequivaliseddisposableincomeforchildrenagedlessthan18,TESSI191,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2014,2023
293,PatentapplicationstotheEPObypriorityyearandmetropolitanregion(1977-2012),MET_PAT_EPTOT,dataset,2018-07-19T23:00:00+0200,2024-01-03T23:00:00+0100,1977,2012
294,At-risk-of-povertyrateanchoredatafixedmomentintime(2019)bysex-EU-SILCsurvey,TESSI220,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2019,2023
295,"Populationon1Januarybybroadagegroup,sexandmetropolitanregion",MET_PJANAGGR3,dataset,2024-05-07T23:00:00+0200,2024-03-13T23:00:00+0100,1990,2023
296,At-risk-of-povertyratebeforesocialtransfersbysex-EU-SILCsurvey,TESSI230,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
297,In-workat-risk-of-povertyratebyworkingtime-EU-SILCsurvey,TESSI250,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
298,Housingdeprivationratebynumberofitem-EU-SILCsurvey,TESSI291,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2010,2023
299,"Shareoftotalpopulationlivinginadwellingwithaleakingroof,dampwalls,floorsorfoundation,orrotinwindowframesoffloor-EU-SILCsurvey",TESSI292,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2010,2023
300,"Shareoftotalpopulationhavingneitherabath,norashowerintheirdwelling-EU-SILCsurvey",TESSI293,dataset,2024-10-01T23:00:00+0200,2024-10-01T23:00:00+0200,2010,2023
301,"Populationon1Januarybyfiveyearagegroup,sexandmetropolitanregion",MET_PJANGRP3,dataset,2024-05-07T23:00:00+0200,2024-05-07T23:00:00+0200,2014,2023
302,Shareoftotalpopulationnothavingindoorflushingtoiletforthesoleuseoftheirhousehold-EU-SILCsurvey,TESSI294,dataset,2024-10-01T23:00:00+0200,2024-10-01T23:00:00+0200,2010,2023
303,"Assumptionsfornetmigrationbyage,sex,typeofprojectionandmetropolitanregion",MET_PROJ_19RANMIG,dataset,2022-12-20T23:00:00+0100,2022-12-20T23:00:00+0100,2019,2100
304,Shareoftotalpopulationconsideringtheirdwellingastoodark-EU-SILCsurvey,TESSI295,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2010,2023
305,Medianofthehousingcostburdendistributionbysex-EU-SILCsurvey,TESSI300,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
306,Medianofthehousingcostburdendistributionbyagegroup-EU-SILCsurvey,TESSI301,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
307,Medianofthehousingcostburdendistributionbypovertystatus-EU-SILCsurvey,TESSI302,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
308,Demographicbalancesandindicatorsbytypeofprojectionandmetropolitanregion,MET_PROJ_19RDBI,dataset,2022-12-20T23:00:00+0100,2022-12-20T23:00:00+0100,2019,2100
309,Medianofthehousingcostburdendistributionbydegreeofurbanisation-EU-SILCsurvey,TESSI303,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
310,"Tradevolumeindices,byreportingcountry",TET00001,dataset,2024-11-18T11:00:00+0100,2024-11-18T11:00:00+0100,2012,2023
311,"Internationaltrade,byreportingcountry,totalproduct",TET00002,dataset,2024-11-18T11:00:00+0100,2024-11-18T11:00:00+0100,2012,2023
312,"Projecteddeathsbyage,sex,typeofprojectionandmetropolitanregion",MET_PROJ_19RDTH,dataset,2022-12-20T23:00:00+0100,2022-12-20T23:00:00+0100,2019,2100
313,Exportsofgoodsandservicesin%ofGDP,TET00003,dataset,2024-12-03T23:00:00+0100,2024-12-03T23:00:00+0100,2012,2023
314,Importsofgoodsandservicesin%ofGDP,TET00004,dataset,2024-12-03T23:00:00+0100,2024-12-03T23:00:00+0100,2012,2023
315,"Intra-EU27(from2020)trade,byMemberState,totalproduct",TET00011,dataset,2024-11-18T11:00:00+0100,2024-11-18T11:00:00+0100,2012,2023
